"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"winterkilled",1,1,"Adjective","1.00"
"winters",144,77,"Name","0.46"
"wintertime",22,20,"Noun","1.00"
"wintery",1,1,"Adjective","1.00"
"wintry",11,11,"Adjective","1.00"
"wipe",861,725,"Verb","0.93"
"wiped",401,354,"Verb","1.00"
"wipeout",14,12,"Noun","0.62"
"wipeouts",2,1,"Noun","1.00"
"wiper",29,22,"Noun","1.00"
"wipers",22,19,"Noun","1.00"
"wipes",71,67,"Verb","0.85"
"wiping",111,105,"Verb","1.00"
"wir",11,8,"Unclassified","1.00"
"wird",1,1,"Unclassified","1.00"
"wire",1403,819,"Noun","0.88"
"wired",386,329,"Verb","0.98"
"wiregrass",1,1,"Noun","1.00"
"wirehair",2,1,"Noun","1.00"
"wireless",135,85,"Noun","1.00"
"wireman",2,1,"Noun","1.00"
"wiremen",1,1,"Noun","1.00"
"wirephoto",1,1,"Noun","1.00"
"wires",355,281,"Noun","0.99"
"wiretap",27,22,"Noun","0.89"
"wiretapping",5,5,"Noun","0.60"
"wiretaps",16,15,"Noun","1.00"
"wiring",118,102,"Noun","0.76"
"wirings",1,1,"Noun","1.00"
"wiry",18,16,"Adjective","1.00"
"wis",3,3,"Noun","0.67"
"wisconsin",230,146,"Name","1.00"
"wisdom",565,448,"Noun","0.99"
"wisdoms",4,3,"Noun","1.00"
"wise",1452,1046,"Adjective","0.96"
"wiseacre",5,5,"Noun","1.00"
"wiseacres",1,1,"Noun","1.00"
"wisecrack",14,14,"Noun","0.71"
"wisecracking",7,6,"Verb","0.71"
"wisecracks",24,22,"Noun","0.96"
"wised",11,11,"Verb","1.00"
"wiseguy",14,11,"Noun","0.86"
"wiseguys",9,4,"Noun","1.00"
"wisely",81,78,"Adverb","1.00"
"wiseman",6,2,"Name","1.00"
"wisen",2,2,"Noun","1.00"
"wiseness",1,1,"Noun","1.00"
"wisenheimer",12,12,"Noun","0.67"
"wiser",132,125,"Adjective","1.00"
"wisest",36,33,"Adjective","1.00"
"wish",11991,4968,"Verb","0.86"
"wishbone",25,17,"Noun","0.68"
"wishbones",1,1,"Noun","1.00"
"wished",420,355,"Verb","1.00"
"wisher",2,1,"Noun","1.00"
"wishers",1,1,"Noun","1.00"
"wishes",940,663,"Noun","0.52"
"wishful",53,50,"Adjective","1.00"
"wishing",339,280,"Verb","0.92"
"wishlist",1,1,"Noun","1.00"
"wishy",2,2,"Name","0.50"
"wising",2,2,"Verb","1.00"
"wisp",21,15,"Noun","0.81"
"wisps",6,6,"Noun","1.00"
"wispy",5,5,"Adjective","1.00"
"wist",1,1,"Noun","1.00"
"wisteria",87,47,"Name","0.97"
"wistful",9,9,"Adjective","1.00"
"wistfully",5,5,"Adverb","1.00"
"wistfulness",1,1,"Noun","1.00"
"wit",302,227,"Noun","1.00"
"witch",1410,475,"Noun","0.99"
"witchcraft",140,80,"Noun","0.74"
"witched",1,1,"#N/A","#N/A"
"witcher",1,1,"Name","1.00"
"witchery",3,3,"Noun","1.00"
"witches",533,176,"Noun","1.00"
"witching",14,10,"Adjective","1.00"
"witchy",13,11,"Adjective","0.85"
"wite",5,2,"Noun","1.00"
"with",257465,8351,"Preposition","1.00"
"withal",15,6,"Adverb","1.00"
"witham",4,1,"Name","1.00"
"withdraw",337,232,"Verb","1.00"
"withdrawal",146,120,"Noun","1.00"
"withdrawals",25,23,"Noun","1.00"
"withdrawing",40,39,"Verb","0.98"
"withdrawn",115,98,"Verb","1.00"
"withdraws",18,17,"Verb","1.00"
"withdrew",53,47,"Verb","1.00"
"wither",47,44,"Verb","0.81"
"withered",55,49,"Adjective","0.51"
"withering",21,19,"Adjective","0.67"
"withers",32,17,"Name","0.75"
"withheld",52,47,"Verb","0.98"
"withhold",53,49,"Verb","1.00"
"withholder",1,1,"Noun","1.00"
"withholding",96,81,"Adjective","0.56"
"withholds",2,2,"Verb","1.00"
"within",3017,1983,"Preposition","0.93"
"withing",1,1,"Verb","1.00"
"withness",1,1,"Noun","1.00"
"without",18087,6512,"Preposition","0.99"
"withstand",83,77,"Verb","1.00"
"withstanding",15,15,"Adverb","0.53"
"withstands",2,2,"Verb","1.00"
"withstood",11,11,"Verb","1.00"
"witless",24,23,"Adjective","1.00"
"witness",2621,1222,"Noun","0.86"
"witnessed",291,252,"Verb","1.00"
"witnesses",1005,657,"Noun","0.99"
"witnesseth",1,1,"Verb","1.00"
"witnessing",61,60,"Verb","0.93"
"witney",1,1,"Name","1.00"
"wits",146,133,"Noun","1.00"
"witten",4,4,"Name","0.75"
"witter",147,46,"Name","0.97"
"wittering",2,2,"Verb","1.00"
"witters",3,3,"Name","1.00"
"witticism",8,8,"Noun","1.00"
"witticisms",2,2,"Noun","1.00"
"wittier",2,2,"Adjective","1.00"
"wittiest",5,5,"Adjective","1.00"
"wittily",1,1,"Adverb","1.00"
"witty",163,147,"Adjective","1.00"
"wive",6,3,"Noun","0.67"
"wives",787,569,"Noun","1.00"
"wiz",29,18,"Noun","1.00"
"wizard",542,217,"Noun","0.91"
"wizardry",20,14,"Noun","1.00"
"wizards",55,36,"Noun","1.00"
"wizened",2,2,"Adjective","1.00"
"wk",3,2,"Name","0.67"
"wl",46,10,"Name","0.65"
"wo",58,34,"Verb","1.00"
"woa",6,6,"Noun","0.67"
"woad",2,1,"Noun","0.50"
"woads",7,1,"Noun","0.57"
"wobble",30,24,"Verb","0.70"
"wobbled",2,2,"Verb","1.00"
"wobbles",9,8,"Verb","0.44"
"wobblies",2,2,"Noun","1.00"
"wobbling",11,10,"Verb","0.91"
"wobbly",37,33,"Adjective","1.00"
"wobegone",1,1,"Name","1.00"
"wod",1,1,"Noun","1.00"
"wode",1,1,"Verb","1.00"
"woden",1,1,"Name","1.00"
"wodges",1,1,"Noun","1.00"
"woe",119,86,"Noun","1.00"
"woebegone",1,1,"Adjective","1.00"
"woeful",7,6,"Adjective","1.00"
"woefully",10,10,"Adverb","1.00"
"woes",27,25,"Noun","1.00"
"wog",2,2,"Noun","1.00"
"wogs",2,2,"Noun","1.00"
"wok",38,15,"Noun","1.00"
"woke",1344,1053,"Verb","1.00"
"woken",76,71,"Verb","1.00"
"woks",2,2,"Noun","1.00"
"wold",1,1,"Noun","1.00"
"wolf",1034,376,"Noun","0.90"
"wolfbane",13,6,"Noun","0.46"
"wolfed",3,3,"Verb","1.00"
"wolfen",3,3,"Noun","0.67"
"wolfers",1,1,"Noun","1.00"
"wolfhound",1,1,"Noun","1.00"
"wolfing",9,8,"Verb","0.78"
"wolfish",2,2,"Adjective","1.00"
"wolfman",18,11,"Noun","0.59"
"wolfram",249,67,"Name","0.64"
"wolfs",3,3,"Noun","0.67"
"wolfsbane",13,8,"Noun","0.77"
"wolly",6,3,"Name","0.67"
"wolverine",32,14,"Noun","0.38"
"wolverines",12,12,"Noun","0.92"
"wolves",302,179,"Noun","1.00"
"woman",22166,5925,"Noun","1.00"
"womanhood",39,37,"Noun","1.00"
"womaniser",4,4,"Noun","1.00"
"womanish",7,6,"Adjective","0.71"
"womanising",1,1,"Verb","1.00"
"womanize",1,1,"Verb","1.00"
"womanizer",21,17,"Noun","1.00"
"womanizers",6,6,"Noun","1.00"
"womanizing",3,3,"Verb","0.67"
"womankind",9,9,"Noun","0.78"
"womanlike",1,1,"Adjective","1.00"
"womanly",8,8,"Adjective","1.00"
"womans",5,2,"Noun","0.93"
"womb",177,141,"Noun","0.99"
"wombat",15,8,"Noun","0.93"
"wombats",8,4,"Noun","0.50"
"wombs",3,3,"Noun","1.00"
"women",9978,3827,"Noun","1.00"
"womenfolk",8,8,"Noun","1.00"
"womenfolks",4,4,"Noun","1.00"
"womp",9,4,"Verb","0.56"
"won",38729,7543,"Verb","1.00"
"wonder",5966,3567,"Verb","0.75"
"wondered",760,644,"Verb","1.00"
"wonderful",8364,3362,"Adjective","1.00"
"wonderfully",114,110,"Adverb","1.00"
"wonderfulness",3,2,"Noun","1.00"
"wondering",3231,2318,"Verb","1.00"
"wonderland",93,65,"Name","0.58"
"wonderless",1,1,"Adjective","1.00"
"wonderment",7,7,"Noun","1.00"
"wonders",297,260,"Noun","0.67"
"wondrous",83,73,"Adjective","1.00"
"wondrously",1,1,"Adverb","1.00"
"wong",542,97,"Name","0.68"
"wonk",6,5,"Verb","0.67"
"wonks",3,2,"Noun","1.00"
"wonky",7,7,"Adjective","1.00"
"wont",81,42,"Noun","0.55"
"wonted",1,1,"Adjective","1.00"
"wonton",15,10,"Noun","0.73"
"wontons",1,1,"Noun","1.00"
"woo",343,188,"Verb","0.96"
"wood",1377,754,"Noun","0.79"
"woodbine",3,1,"Name","0.67"
"woodbines",1,1,"Name","1.00"
"woodblock",1,1,"Noun","1.00"
"woodburning",2,2,"Verb","0.50"
"woodbury",44,19,"Name","1.00"
"woodcarver",2,2,"Noun","1.00"
"woodcarvers",2,1,"Noun","1.00"
"woodcarving",4,3,"Verb","0.25"
"woodchuck",17,12,"Noun","0.59"
"woodchucks",1,1,"Noun","1.00"
"woodcock",4,4,"Noun","0.75"
"woodcraft",1,1,"Verb","1.00"
"woodcutter",12,10,"Noun","1.00"
"woodcutters",1,1,"Noun","1.00"
"woodcutting",1,1,"Adjective","1.00"
"wooded",17,15,"Adjective","1.00"
"wooden",367,276,"Adjective","1.00"
"woodenhead",1,1,"Noun","1.00"
"woodhouse",92,3,"Name","1.00"
"woodie",1,1,"Noun","1.00"
"woodland",57,23,"Noun","0.60"
"woodlands",5,5,"Noun","1.00"
"woodman",18,8,"Name","0.72"
"woodmen",4,1,"Noun","0.50"
"woodnotes",1,1,"Noun","1.00"
"woodpecker",50,22,"Noun","0.92"
"woodpeckers",6,5,"Noun","1.00"
"woodpile",11,10,"Noun","1.00"
"woodrow",18,14,"Name","1.00"
"woodruff",33,8,"Name","0.79"
"woodruffs",2,1,"Noun","1.00"
"woods",1482,740,"Noun","0.84"
"woodshed",22,16,"Noun","1.00"
"woodshop",3,3,"Noun","1.00"
"woodside",12,7,"Name","0.75"
"woodsman",23,12,"Noun","1.00"
"woodsmen",7,5,"Noun","1.00"
"woodsy",13,9,"Adjective","0.46"
"woodward",108,36,"Name","1.00"
"woodwind",15,7,"Noun","1.00"
"woodwork",43,43,"Noun","1.00"
"woodworkers",1,1,"Noun","1.00"
"woodworking",5,4,"Noun","1.00"
"woodworm",1,1,"Noun","1.00"
"woody",433,116,"Name","0.92"
"wooed",16,13,"Verb","1.00"
"wooer",1,1,"Noun","1.00"
"wooers",1,1,"Noun","1.00"
"woof",141,50,"Verb","0.81"
"woofer",10,6,"Noun","0.80"
"woofers",4,4,"Noun","0.75"
"woofs",5,5,"Noun","1.00"
"woofy",3,1,"Noun","0.67"
"woohoo",14,11,"Noun","1.00"
"wooing",36,28,"Verb","0.89"
"wooingly",1,1,"Adverb","1.00"
"wool",161,131,"Noun","1.00"
"woolen",29,16,"Adjective","1.00"
"woolens",2,2,"Noun","1.00"
"woolf",32,13,"Name","0.97"
"woolgathering",3,3,"Verb","0.67"
"woollen",3,3,"Adjective","1.00"
"woolly",24,22,"Adjective","1.00"
"wools",4,4,"Noun","1.00"
"woolsey",4,3,"Name","1.00"
"woolworth",25,17,"Name","1.00"
"wooly",33,7,"Adverb","0.85"
"woom",1,1,"Noun","1.00"
"woon",1,1,"#N/A","#N/A"
"woops",3,2,"Interjection","1.00"
"woos",5,5,"Verb","1.00"
"wooster",16,5,"Noun","0.63"
"woozle",2,1,"Noun","1.00"
"woozy",43,41,"Adjective","1.00"
"wop",88,43,"Noun","0.69"
"wops",7,7,"Noun","0.86"
"worcester",26,13,"Name","1.00"
"worcestershire",11,10,"Name","0.82"
"word",12013,5147,"Noun","1.00"
"wordage",2,2,"Noun","1.00"
"worded",14,12,"Verb","0.57"
"wording",14,13,"Noun","1.00"
"wordings",1,1,"Noun","1.00"
"wordless",2,2,"Adjective","1.00"
"wordlessly",2,2,"Name","0.50"
"wordplay",9,8,"Noun","1.00"
"words",6223,3315,"Noun","1.00"
"wordsmith",6,6,"Noun","0.83"
"wordy",8,8,"Adjective","1.00"
"wore",1081,864,"Verb","1.00"
"work",40699,7670,"Verb","0.57"
"workability",1,1,"Noun","1.00"
"workable",17,16,"Adjective","1.00"
"workaday",6,6,"Noun","1.00"
"workaholic",28,25,"Adjective","0.96"
"workaholics",6,6,"Noun","1.00"
"workbench",10,10,"Noun","1.00"
"workbook",6,6,"Noun","1.00"
"workbooks",5,5,"Noun","1.00"
"workbox",1,1,"Noun","1.00"
"workday",13,13,"Noun","1.00"
"workdays",2,2,"Noun","1.00"
"worked",5877,3544,"Verb","1.00"
"worker",558,418,"Noun","1.00"
"workers",595,391,"Noun","1.00"
"workfare",1,1,"Verb","1.00"
"workforce",17,15,"Noun","1.00"
"workhorse",5,4,"Noun","1.00"
"workhouse",16,11,"Noun","1.00"
"workhouses",4,2,"Noun","1.00"
"working",12775,5370,"Verb","0.96"
"workingman",12,8,"Noun","1.00"
"workingmen",2,1,"Noun","1.00"
"workings",42,41,"Noun","1.00"
"workload",45,37,"Noun","1.00"
"workman",40,31,"Noun","0.75"
"workmanship",28,25,"Noun","1.00"
"workmates",1,1,"Noun","1.00"
"workmen",50,47,"Noun","1.00"
"workout",141,127,"Noun","0.91"
"workouts",12,11,"Noun","1.00"
"workplace",124,81,"Noun","1.00"
"workroom",11,10,"Noun","1.00"
"works",5357,3406,"Verb","0.85"
"worksheet",5,3,"Noun","1.00"
"worksheets",4,4,"Noun","1.00"
"workshop",143,111,"Noun","1.00"
"workshops",15,12,"Noun","1.00"
"workspace",14,11,"Noun","1.00"
"workstation",17,13,"Noun","1.00"
"workstations",4,4,"Noun","1.00"
"worktops",1,1,"Noun","1.00"
"workup",49,42,"Noun","0.96"
"workups",7,7,"Noun","0.71"
"workweek",3,3,"Noun","1.00"
"workwise",1,1,"Adverb","1.00"
"world",23216,6194,"Noun","1.00"
"worldliness",3,3,"Noun","1.00"
"worldly",77,71,"Adjective","1.00"
"worlds",453,298,"Noun","1.00"
"worldview",5,5,"Noun","1.00"
"worldwide",161,131,"Adverb","0.50"
"worm",516,271,"Noun","0.91"
"wormed",11,11,"Verb","1.00"
"wormer",13,2,"Name","1.00"
"wormhole",98,28,"Noun","0.99"
"wormholes",28,15,"Noun","1.00"
"worming",8,8,"Verb","0.88"
"wormless",1,1,"Adjective","1.00"
"worms",321,199,"Noun","0.99"
"wormwood",23,10,"Noun","0.61"
"wormwoods",1,1,"Name","1.00"
"wormy",11,11,"Adjective","1.00"
"worn",514,454,"Verb","0.96"
"worried",4831,3061,"Adjective","0.55"
"worriedly",1,1,"Adverb","1.00"
"worrier",15,15,"Noun","1.00"
"worries",541,464,"Noun","0.64"
"worriment",1,1,"Noun","1.00"
"worrisome",12,12,"Adjective","1.00"
"worry",14638,5727,"Verb","0.98"
"worrying",827,688,"Adjective","0.72"
"worrywart",5,5,"Noun","0.80"
"worse",5002,3252,"Adjective","0.90"
"worsen",20,19,"Verb","1.00"
"worsened",9,9,"Verb","1.00"
"worsening",9,8,"Adjective","0.89"
"worsens",13,12,"Verb","1.00"
"worser",8,7,"Noun","1.00"
"worship",409,294,"Verb","0.64"
"worshiped",22,22,"Verb","1.00"
"worshiper",8,7,"Noun","1.00"
"worshipers",3,3,"Noun","1.00"
"worshipful",5,4,"Adjective","1.00"
"worshiping",3,3,"Verb","1.00"
"worshipped",98,88,"Verb","0.99"
"worshipper",8,6,"Noun","1.00"
"worshippers",18,15,"Noun","0.94"
"worshipping",39,34,"Verb","1.00"
"worships",68,66,"Verb","1.00"
"worst",2874,2087,"Adjective","0.97"
"worsted",7,5,"Noun","1.00"
"wort",19,11,"Noun","1.00"
"worth",5569,3301,"Preposition","0.81"
"worthier",5,5,"Adjective","1.00"
"worthies",3,3,"Noun","1.00"
"worthiest",3,3,"Adjective","1.00"
"worthily",3,3,"Adverb","1.00"
"worthiness",12,11,"Noun","1.00"
"worthing",52,1,"Name","1.00"
"worthless",473,384,"Adjective","1.00"
"worthlessness",2,2,"Noun","1.00"
"worths",8,6,"Noun","0.75"
"worthwhile",206,181,"Adjective","1.00"
"worthy",527,416,"Adjective","0.89"
"worts",1,1,"Noun","1.00"
"wot",2,2,"Determiner","1.00"
"wotcha",1,1,"Noun","1.00"
"would",90162,8268,"Verb","1.00"
"wouldn",23628,6982,"Noun","0.52"
"wouldnt",5,4,"Verb","0.80"
"wouldst",30,13,"Verb","0.87"
"wound",1353,937,"Noun","0.64"
"wounded",992,594,"Adjective","0.53"
"wounding",18,17,"Verb","0.89"
"wounds",717,504,"Noun","0.97"
"wove",12,11,"Verb","1.00"
"woven",32,31,"Verb","0.91"
"wow",8160,3377,"Interjection","0.99"
"wowed",9,9,"Verb","1.00"
"wowing",2,2,"Verb","1.00"
"wows",2,2,"Noun","1.00"
"wowser",8,2,"Noun","1.00"
"wpm",6,1,"Name","1.00"
"wr",6,5,"Noun","0.60"
"wrack",5,4,"Verb","1.00"
"wracked",17,14,"Verb","1.00"
"wracking",5,5,"Verb","1.00"
"wraith",10,8,"Noun","0.70"
"wraiths",10,5,"Noun","1.00"
"wrangle",18,16,"Verb","1.00"
"wrangled",5,5,"Verb","1.00"
"wrangler",10,10,"Noun","0.80"
"wranglers",11,8,"Noun","1.00"
"wrangling",8,8,"Noun","0.63"
"wrap",908,736,"Verb","0.77"
"wraparound",7,6,"Noun","0.71"
"wraparounds",1,1,"Noun","1.00"
"wrapped",600,514,"Verb","0.99"
"wrapper",85,69,"Noun","1.00"
"wrappers",29,25,"Noun","1.00"
"wrapping",147,119,"Verb","0.56"
"wrappings",6,6,"Noun","1.00"
"wraps",117,105,"Noun","0.55"
"wrath",199,148,"Noun","1.00"
"wrathful",5,5,"Adjective","1.00"
"wray",8,7,"Name","0.88"
"wreak",30,30,"Verb","1.00"
"wreaked",5,5,"Verb","1.00"
"wreaker",1,1,"Noun","1.00"
"wreaking",10,10,"Verb","0.90"
"wreaks",6,5,"Verb","1.00"
"wreath",54,42,"Noun","1.00"
"wreathed",1,1,"Verb","1.00"
"wreathing",1,1,"Verb","1.00"
"wreaths",17,17,"Noun","1.00"
"wreck",697,518,"Noun","0.73"
"wreckage",106,84,"Noun","1.00"
"wreckages",1,1,"Noun","1.00"
"wrecked",272,221,"Verb","0.80"
"wrecker",26,25,"Noun","1.00"
"wreckers",3,1,"Noun","1.00"
"wrecking",109,85,"Verb","0.63"
"wrecks",58,51,"Noun","0.69"
"wren",19,10,"Name","0.82"
"wrench",202,127,"Noun","0.85"
"wrenched",16,15,"Verb","0.94"
"wrenches",15,14,"Noun","0.87"
"wrenching",10,10,"Verb","0.40"
"wrens",1,1,"Noun","1.00"
"wrest",6,6,"Verb","1.00"
"wrested",1,1,"Verb","1.00"
"wresting",1,1,"Verb","1.00"
"wrestle",176,128,"Verb","0.91"
"wrestled",47,44,"Verb","1.00"
"wrestler",91,58,"Noun","1.00"
"wrestlers",37,24,"Noun","0.97"
"wrestles",3,3,"Verb","1.00"
"wrestling",446,229,"Noun","0.87"
"wrests",1,1,"Verb","1.00"
"wretch",83,68,"Noun","1.00"
"wretched",185,149,"Adjective","1.00"
"wretchedly",2,2,"Adverb","1.00"
"wretchedness",2,2,"Noun","1.00"
"wretches",15,14,"Noun","1.00"
"wriggle",21,19,"Verb","0.95"
"wriggled",2,2,"Verb","1.00"
"wriggles",2,2,"Verb","0.50"
"wriggling",12,11,"Verb","0.58"
"wriggly",4,3,"Adverb","0.50"
"wright",207,70,"Name","1.00"
"wrights",6,2,"Name","1.00"
"wrigley",19,16,"Name","1.00"
"wring",62,54,"Verb","0.93"
"wringer",21,20,"Noun","1.00"
"wringing",17,16,"Verb","1.00"
"wrings",3,3,"Verb","1.00"
"wrinkle",96,81,"Noun","0.63"
"wrinkled",86,78,"Adjective","0.81"
"wrinkles",103,89,"Noun","0.98"
"wrinklies",1,1,"Noun","1.00"
"wrinkling",7,5,"Verb","1.00"
"wrinkly",17,15,"Adjective","1.00"
"wrist",527,370,"Noun","1.00"
"wristband",9,9,"Noun","1.00"
"wristbands",1,1,"Noun","1.00"
"wristbone",1,1,"Noun","1.00"
"wristlet",1,1,"Noun","1.00"
"wrists",222,170,"Noun","1.00"
"wristwatch",59,41,"Noun","1.00"
"wristwatches",5,5,"Noun","1.00"
"writ",88,61,"Noun","0.85"
"write",6467,2942,"Verb","1.00"
"writeable",1,1,"Adjective","1.00"
"writeoffs",1,1,"Noun","1.00"
"writer",1200,573,"Noun","1.00"
"writers",303,195,"Noun","1.00"
"writes",421,342,"Verb","1.00"
"writhe",9,9,"Verb","0.89"
"writhes",1,1,"Noun","1.00"
"writhing",21,18,"Verb","0.81"
"writing",2852,1636,"Verb","0.65"
"writings",54,41,"Noun","1.00"
"writs",2,2,"Noun","1.00"
"written",2247,1548,"Verb","0.93"
"wro",2,2,"Noun","1.00"
"wrong",26678,7245,"Adjective","0.92"
"wrongdoer",1,1,"Noun","1.00"
"wrongdoers",5,5,"Noun","1.00"
"wrongdoing",26,26,"Noun","1.00"
"wrongdoings",8,6,"Noun","1.00"
"wronged",56,44,"Verb","0.88"
"wronger",9,8,"Adjective","1.00"
"wrongest",3,2,"Adjective","1.00"
"wrongful",54,49,"Adjective","1.00"
"wrongfully",25,21,"Adverb","1.00"
"wrongly",48,42,"Adverb","1.00"
"wrongness",4,3,"Noun","1.00"
"wrongs",53,48,"Noun","0.94"
"wrote",3629,2021,"Verb","1.00"
"wroth",8,6,"Noun","0.88"
"wrought",44,36,"Verb","0.72"
"wrung",14,14,"Verb","1.00"
"wry",10,9,"Adjective","1.00"
"wryly",2,2,"Adverb","1.00"
"ws",3,3,"Noun","1.00"
"wt",5,5,"Noun","1.00"
"wugg",1,1,"Verb","1.00"
"wunderbar",20,13,"Noun","0.95"
"wunderkind",4,4,"Noun","1.00"
"wurst",4,3,"Unclassified","1.00"
"wus",1,1,"Verb","1.00"
"wuss",95,65,"Noun","0.67"
"wusses",6,6,"Noun","0.83"
"wussies",6,6,"Noun","1.00"
"wussiest",1,1,"Adjective","1.00"
"wussy",19,14,"Adjective","0.63"
"wuthering",23,5,"Verb","0.96"
"wuzzy",22,7,"Name","0.50"
"wy",1,1,"Adjective","1.00"
"wye",1,1,"Name","1.00"
"wyke",12,1,"Name","1.00"
"wyle",5,3,"Name","1.00"
"wynn",102,33,"Name","0.82"
"wynne",4,1,"Name","1.00"
"wyoming",110,64,"Name","1.00"
"wyvern",2,2,"Noun","1.00"
"x",1051,565,"Letter","0.84"
"xanthippe",1,1,"Name","1.00"
"xanthosis",9,1,"Noun","0.67"
"xenia",21,4,"Name","0.86"
"xenobiology",1,1,"Noun","1.00"
"xenogenesis",2,2,"Noun","1.00"
"xenon",34,6,"Noun","0.85"
"xenophobes",1,1,"Noun","1.00"
"xenophobia",3,2,"Noun","1.00"
"xenophobic",3,3,"Adjective","1.00"
"xerox",48,31,"Name","0.85"
"xeroxed",12,12,"Verb","0.67"
"xeroxes",2,2,"Name","1.00"
"xeroxing",3,3,"Verb","1.00"
"xi",112,13,"Noun","1.00"
"xiphoid",1,1,"Adjective","1.00"
"xiphopagus",1,1,"Noun","1.00"
"xmas",13,10,"Noun","1.00"
"xray",1,1,"Noun","1.00"
"xs",5,4,"Number","1.00"
"xu",15,5,"Name","0.67"
"xvi",1,1,"Number","1.00"
"xx",5,5,"Name","0.80"
"xxv",1,1,"Number","1.00"
"xxx",31,12,"Number","0.68"
"xylem",3,1,"Verb","0.67"
"xylenol",1,1,"Name","1.00"
"xylophone",9,7,"Noun","0.89"
"xylophones",1,1,"Verb","1.00"
"xylophonist",2,2,"Noun","1.00"
"xyz",7,4,"Unclassified","1.00"
"y",4345,1302,"Letter","0.83"
"ya",7664,2131,"Pronoun","0.88"
"yaba",4,1,"Name","1.00"
"yabu",10,2,"Name","0.80"
"yacht",419,197,"Noun","1.00"
"yachting",17,13,"Noun","1.00"
"yachts",25,22,"Noun","1.00"
"yachtsman",3,2,"Noun","1.00"
"yachtsmen",2,1,"Noun","1.00"
"yack",7,4,"Verb","1.00"
"yacked",1,1,"Verb","1.00"
"yacking",2,2,"Verb","1.00"
"yad",1,1,"Name","1.00"
"yagi",1,1,"Name","1.00"
"yah",352,103,"Interjection","1.00"
"yahoo",149,97,"Noun","0.77"
"yahoos",12,12,"Noun","1.00"
"yahweh",7,5,"Noun","0.83"
"yaje",4,1,"Noun","0.75"
"yak",71,41,"Noun","1.00"
"yakima",6,5,"Name","1.00"
"yakitori",2,2,"Noun","0.50"
"yakka",2,1,"Noun","1.00"
"yakked",3,3,"Verb","1.00"
"yakking",35,31,"Verb","0.89"
"yaks",7,6,"Noun","1.00"
"yale",734,216,"Name","1.00"
"yam",43,15,"Name","0.58"
"yamen",7,1,"Name","0.86"
"yammer",6,5,"Verb","0.67"
"yammerer",1,1,"Noun","1.00"
"yammering",37,36,"Verb","0.76"
"yamp",4,1,"Noun","1.00"
"yams",44,29,"Noun","0.98"
"yan",179,23,"Name","0.98"
"yang",252,63,"Name","0.90"
"yangs",12,1,"Name","1.00"
"yangtze",8,5,"Name","0.63"
"yank",240,141,"Verb","0.62"
"yanked",60,49,"Verb","0.97"
"yankee",459,182,"Noun","1.00"
"yankees",309,153,"Noun","1.00"
"yanking",40,36,"Verb","0.98"
"yanks",122,84,"Noun","0.89"
"yap",73,39,"Verb","0.71"
"yapped",3,2,"Verb","1.00"
"yapper",3,3,"Noun","1.00"
"yappers",1,1,"Noun","1.00"
"yapping",58,53,"Verb","0.88"
"yappy",5,4,"Adjective","0.60"
"yaps",8,6,"Noun","0.88"
"yar",16,6,"Name","0.44"
"yarborough",5,3,"Name","1.00"
"yard",1278,776,"Noun","1.00"
"yardage",3,3,"Noun","1.00"
"yardarm",10,9,"Noun","0.90"
"yardarms",2,2,"Noun","1.00"
"yardbird",7,2,"Name","0.71"
"yardman",2,1,"Noun","1.00"
"yardmaster",5,1,"Noun","1.00"
"yards",760,497,"Noun","1.00"
"yardstick",17,17,"Noun","1.00"
"yardsticks",2,2,"Noun","1.00"
"yare",10,3,"Noun","0.70"
"yark",3,1,"Name","1.00"
"yarm",1,1,"Verb","1.00"
"yarmouth",10,5,"Name","1.00"
"yarmulka",3,3,"Noun","1.00"
"yarmulke",19,16,"Noun","0.89"
"yarmulkes",4,2,"Noun","1.00"
"yarn",81,60,"Noun","1.00"
"yarns",9,8,"Noun","1.00"
"yarrow",1,1,"Name","1.00"
"yas",1,1,"Noun","1.00"
"yashiro",12,3,"Name","1.00"
"yat",25,3,"Noun","0.72"
"yate",2,2,"Noun","0.50"
"yatter",4,2,"Name","0.75"
"yaw",11,11,"Noun","0.64"
"yawing",3,2,"Verb","1.00"
"yawl",12,1,"Noun","0.83"
"yawls",2,2,"Verb","0.50"
"yawn",51,40,"Verb","0.53"
"yawned",5,4,"Verb","1.00"
"yawner",1,1,"Noun","1.00"
"yawning",48,46,"Verb","0.72"
"yawns",30,27,"Verb","0.83"
"yawny",1,1,"Adjective","1.00"
"yawp",13,1,"Verb","0.62"
"yawping",1,1,"Verb","1.00"
"yaws",1,1,"Verb","1.00"
"yay",346,225,"Unclassified","1.00"
"yaya",9,4,"Noun","0.56"
"yd",11,3,"Noun","1.00"
"yds",4,1,"#N/A","#N/A"
"ye",641,304,"Pronoun","1.00"
"yea",351,197,"Interjection","1.00"
"yeah",152262,7790,"Interjection","1.00"
"yeahs",2,2,"Noun","0.50"
"yean",17,12,"Noun","0.65"
"year",14174,4981,"Noun","1.00"
"yearbook",241,127,"Noun","1.00"
"yearbooks",18,15,"Noun","0.94"
"yearends",1,1,"Noun","1.00"
"yearling",12,5,"Noun","1.00"
"yearlings",10,4,"Noun","1.00"
"yearlong",2,2,"Noun","1.00"
"yearly",45,43,"Adjective","0.80"
